USN 2019;;;;DSA 2019;;;;NVD 2019;;;;;
 CVE-2019-8587;Priority: Medium;Description: Multiple memory corruption issues were addressed with improved memoryhandling. This issue is fixed in iOS 12.3, macOS Mojave 10.14.5, tvOS 12.3,Safari 12.1.1, iTunes for Windows 12.9.5, iCloud for Windows 7.12.Processing maliciously crafted web content may lead to arbitrary codeexecution.;Link: https://people.canonical.com/~ubuntu-security/cve/2019/CVE-2019-8587; CVE-2019-8587;Priority: Medium;Description: Multiple memory corruption issues were addressed with improved memoryhandling. This issue is fixed in iOS 12.3, macOS Mojave 10.14.5, tvOS 12.3,Safari 12.1.1, iTunes for Windows 12.9.5, iCloud for Windows 7.12.Processing maliciously crafted web content may lead to arbitrary codeexecution.;Link: https://people.canonical.com/~ubuntu-security/cve/2019/CVE-2019-8587; CVE-2019-8587;CVSS 2.0: 6.8 MEDIUM;CVSS 3.x: 8.8 HIGH;Published_date: 12/18/2019;Description: Multiple memory corruption issues were addressed with improved memory handling. This issue is fixed in iOS 12.3, macOS Mojave 10.14.5, tvOS 12.3, Safari 12.1.1, iTunes for Windows 12.9.5, iCloud for Windows 7.12. Processing maliciously crafted web content may lead to arbitrary code execution.;Link: https://nvd.nist.gov/vuln/detail/CVE-2019-8587
 CVE-2019-8584;Priority: Medium;Description: Multiple memory corruption issues were addressed with improved memoryhandling. This issue is fixed in iOS 12.3, macOS Mojave 10.14.5, tvOS 12.3,Safari 12.1.1, iTunes for Windows 12.9.5, iCloud for Windows 7.12.Processing maliciously crafted web content may lead to arbitrary codeexecution.;Link: https://people.canonical.com/~ubuntu-security/cve/2019/CVE-2019-8584; CVE-2019-8584;Priority: Medium;Description: Multiple memory corruption issues were addressed with improved memoryhandling. This issue is fixed in iOS 12.3, macOS Mojave 10.14.5, tvOS 12.3,Safari 12.1.1, iTunes for Windows 12.9.5, iCloud for Windows 7.12.Processing maliciously crafted web content may lead to arbitrary codeexecution.;Link: https://people.canonical.com/~ubuntu-security/cve/2019/CVE-2019-8584; CVE-2019-8584;CVSS 2.0: 6.8 MEDIUM;CVSS 3.x: 8.8 HIGH;Published_date: 12/18/2019;Description: Multiple memory corruption issues were addressed with improved memory handling. This issue is fixed in iOS 12.3, macOS Mojave 10.14.5, tvOS 12.3, Safari 12.1.1, iTunes for Windows 12.9.5, iCloud for Windows 7.12. Processing maliciously crafted web content may lead to arbitrary code execution.;Link: https://nvd.nist.gov/vuln/detail/CVE-2019-8584
 CVE-2019-18359;Priority: Low;Description: A buffer over-read was discovered in ReadMP3APETag in apetag.c in MP3Gain1.6.2. The vulnerability causes an application crash, which leads to remotedenial of service.;Link: https://people.canonical.com/~ubuntu-security/cve/2019/CVE-2019-18359; CVE-2019-18359;Priority: Low;Description: A buffer over-read was discovered in ReadMP3APETag in apetag.c in MP3Gain1.6.2. The vulnerability causes an application crash, which leads to remotedenial of service.;Link: https://people.canonical.com/~ubuntu-security/cve/2019/CVE-2019-18359; CVE-2019-18359;CVSS 2.0: 4.3 MEDIUM;CVSS 3.x: 5.5 MEDIUM;Published_date: 10/23/2019;Description: A buffer over-read was discovered in ReadMP3APETag in apetag.c in MP3Gain 1.6.2. The vulnerability causes an application crash, which leads to remote denial of service.;Link: https://nvd.nist.gov/vuln/detail/CVE-2019-18359
 CVE-2019-18684;Priority: Low;"Description: ** DISPUTED ** Sudo through 1.8.29 allows local users to escalate to rootif they have write access to file descriptor 3 of the sudo process. Thisoccurs because of a race condition between determining a uid, and thesetresuid and openat system calls. The attacker can write ""ALL ALL=(ALL)NOPASSWD:ALL"" to /proc/#####/fd/3 at a time when Sudo is prompting for apassword. NOTE: This has been disputed due to the way Linux /proc works. Ithas been argued that writing to /proc/#####/fd/3 would only be viable ifyou had permission to write to /etc/sudoers. Even with write permission to/proc/#####/fd/3, it would not help you write to /etc/sudoers.";Link: https://people.canonical.com/~ubuntu-security/cve/2019/CVE-2019-18684; CVE-2019-18684;Priority: Low;"Description: ** DISPUTED ** Sudo through 1.8.29 allows local users to escalate to rootif they have write access to file descriptor 3 of the sudo process. Thisoccurs because of a race condition between determining a uid, and thesetresuid and openat system calls. The attacker can write ""ALL ALL=(ALL)NOPASSWD:ALL"" to /proc/#####/fd/3 at a time when Sudo is prompting for apassword. NOTE: This has been disputed due to the way Linux /proc works. Ithas been argued that writing to /proc/#####/fd/3 would only be viable ifyou had permission to write to /etc/sudoers. Even with write permission to/proc/#####/fd/3, it would not help you write to /etc/sudoers.";Link: https://people.canonical.com/~ubuntu-security/cve/2019/CVE-2019-18684; CVE-2019-18684;CVSS 2.0: 6.9 MEDIUM;CVSS 3.x: 7.0 HIGH;Published_date: 11/04/2019;"Description: ** DISPUTED ** Sudo through 1.8.29 allows local users to escalate to root if they have write access to file descriptor 3 of the sudo process. This occurs because of a race condition between determining a uid, and the setresuid and openat system calls. The attacker can write ""ALL ALL=(ALL) NOPASSWD:ALL"" to /proc/#####/fd/3 at a time when Sudo is prompting for a password. NOTE: This has been disputed due to the way Linux /proc works. It has been argued that writing to /proc/#####/fd/3 would only be viable if you had permission to write to /etc/sudoers. Even with write permission to /proc/#####/fd/3, it would not help you write to /etc/sudoers.";Link: https://nvd.nist.gov/vuln/detail/CVE-2019-18684
 CVE-2019-18683;Priority: Low;Description: An issue was discovered in drivers/media/platform/vivid in the Linux kernelthrough 5.3.8. It is exploitable for privilege escalation on some Linuxdistributions where local users have /dev/video0 access, but only if thedriver happens to be loaded. There are multiple race conditions duringstreaming stopping in this driver (part of the V4L2 subsystem). Theseissues are caused by wrong mutex locking invivid_stop_generating_vid_cap(), vivid_stop_generating_vid_out(),sdr_cap_stop_streaming(), and the corresponding kthreads. At least one ofthese race conditions leads to a use-after-free.Ubuntu-DescriptionIt was discovered that a race condition existed in the Virtual Video TestDriver in the Linux kernel. An attacker with write access to /dev/video0 ona system with the vivid module loaded could possibly use this to gainadministrative privileges.;Link: https://people.canonical.com/~ubuntu-security/cve/2019/CVE-2019-18683; CVE-2019-18683;Priority: Low;Description: An issue was discovered in drivers/media/platform/vivid in the Linux kernelthrough 5.3.8. It is exploitable for privilege escalation on some Linuxdistributions where local users have /dev/video0 access, but only if thedriver happens to be loaded. There are multiple race conditions duringstreaming stopping in this driver (part of the V4L2 subsystem). Theseissues are caused by wrong mutex locking invivid_stop_generating_vid_cap(), vivid_stop_generating_vid_out(),sdr_cap_stop_streaming(), and the corresponding kthreads. At least one ofthese race conditions leads to a use-after-free.Ubuntu-DescriptionIt was discovered that a race condition existed in the Virtual Video TestDriver in the Linux kernel. An attacker with write access to /dev/video0 ona system with the vivid module loaded could possibly use this to gainadministrative privileges.;Link: https://people.canonical.com/~ubuntu-security/cve/2019/CVE-2019-18683; CVE-2019-18683;CVSS 2.0: 6.9 MEDIUM;CVSS 3.x: 7.0 HIGH;Published_date: 11/04/2019;Description: An issue was discovered in drivers/media/platform/vivid in the Linux kernel through 5.3.8. It is exploitable for privilege escalation on some Linux distributions where local users have /dev/video0 access, but only if the driver happens to be loaded. There are multiple race conditions during streaming stopping in this driver (part of the V4L2 subsystem). These issues are caused by wrong mutex locking in vivid_stop_generating_vid_cap(), vivid_stop_generating_vid_out(), sdr_cap_stop_streaming(), and the corresponding kthreads. At least one of these race conditions leads to a use-after-free.;Link: https://nvd.nist.gov/vuln/detail/CVE-2019-18683
 CVE-2019-18680;Priority: Medium;Description: An issue was discovered in the Linux kernel 4.4.x before 4.4.195. There isa NULL pointer dereference in rds_tcp_kill_sock() in net/rds/tcp.c thatwill cause denial of service, aka CID-91573ae4aed0.;Link: https://people.canonical.com/~ubuntu-security/cve/2019/CVE-2019-18680; CVE-2019-18680;Priority: Medium;Description: An issue was discovered in the Linux kernel 4.4.x before 4.4.195. There isa NULL pointer dereference in rds_tcp_kill_sock() in net/rds/tcp.c thatwill cause denial of service, aka CID-91573ae4aed0.;Link: https://people.canonical.com/~ubuntu-security/cve/2019/CVE-2019-18680; CVE-2019-18680;CVSS 2.0: 7.8 HIGH;CVSS 3.x: 7.5 HIGH;Published_date: 11/04/2019;Description: An issue was discovered in the Linux kernel 4.4.x before 4.4.195. There is a NULL pointer dereference in rds_tcp_kill_sock() in net/rds/tcp.c that will cause denial of service, aka CID-91573ae4aed0.;Link: https://nvd.nist.gov/vuln/detail/CVE-2019-18680
 CVE-2019-7251;Priority: Medium;Description: An Integer Signedness issue (for a return code) in the res_pjsip_sdp_rtpmodule in Digium Asterisk versions 15.7.1 and earlier and 16.1.1 andearlier allows remote authenticated users to crash Asterisk via a speciallycrafted SDP protocol violation.;Link: https://people.canonical.com/~ubuntu-security/cve/2019/CVE-2019-7251; CVE-2019-7251;Priority: Medium;Description: An Integer Signedness issue (for a return code) in the res_pjsip_sdp_rtpmodule in Digium Asterisk versions 15.7.1 and earlier and 16.1.1 andearlier allows remote authenticated users to crash Asterisk via a speciallycrafted SDP protocol violation.;Link: https://people.canonical.com/~ubuntu-security/cve/2019/CVE-2019-7251; CVE-2019-7251;CVSS 2.0: 4.0 MEDIUM;CVSS 3.x: 6.5 MEDIUM;Published_date: 03/28/2019;Description: An Integer Signedness issue (for a return code) in the res_pjsip_sdp_rtp module in Digium Asterisk versions 15.7.1 and earlier and 16.1.1 and earlier allows remote authenticated users to crash Asterisk via a specially crafted SDP protocol violation.;Link: https://nvd.nist.gov/vuln/detail/CVE-2019-7251
 CVE-2019-19082;Priority: Low;Description: Memory leaks in *create_resource_pool() functions underdrivers/gpu/drm/amd/display/dc in the Linux kernel through 5.3.11 allowattackers to cause a denial of service (memory consumption). This affectsthe dce120_create_resource_pool() function indrivers/gpu/drm/amd/display/dc/dce120/dce120_resource.c, thedce110_create_resource_pool() function indrivers/gpu/drm/amd/display/dc/dce110/dce110_resource.c, thedce100_create_resource_pool() function indrivers/gpu/drm/amd/display/dc/dce100/dce100_resource.c, thedcn10_create_resource_pool() function indrivers/gpu/drm/amd/display/dc/dcn10/dcn10_resource.c, and thedce112_create_resource_pool() function indrivers/gpu/drm/amd/display/dc/dce112/dce112_resource.c, akaCID-104c307147ad.Ubuntu-DescriptionIt was discovered that the AMD GPU device drivers in the Linux kernel didnot properly deallocate memory in certain error conditions. A localattacker could use this to possibly cause a denial of service (kernelmemory exhaustion).;Link: https://people.canonical.com/~ubuntu-security/cve/2019/CVE-2019-19082; CVE-2019-19082;Priority: Low;Description: Memory leaks in *create_resource_pool() functions underdrivers/gpu/drm/amd/display/dc in the Linux kernel through 5.3.11 allowattackers to cause a denial of service (memory consumption). This affectsthe dce120_create_resource_pool() function indrivers/gpu/drm/amd/display/dc/dce120/dce120_resource.c, thedce110_create_resource_pool() function indrivers/gpu/drm/amd/display/dc/dce110/dce110_resource.c, thedce100_create_resource_pool() function indrivers/gpu/drm/amd/display/dc/dce100/dce100_resource.c, thedcn10_create_resource_pool() function indrivers/gpu/drm/amd/display/dc/dcn10/dcn10_resource.c, and thedce112_create_resource_pool() function indrivers/gpu/drm/amd/display/dc/dce112/dce112_resource.c, akaCID-104c307147ad.Ubuntu-DescriptionIt was discovered that the AMD GPU device drivers in the Linux kernel didnot properly deallocate memory in certain error conditions. A localattacker could use this to possibly cause a denial of service (kernelmemory exhaustion).;Link: https://people.canonical.com/~ubuntu-security/cve/2019/CVE-2019-19082; CVE-2019-19082;CVSS 2.0: 4.7 MEDIUM;CVSS 3.x: 4.7 MEDIUM;Published_date: 11/18/2019;Description: Memory leaks in *create_resource_pool() functions under drivers/gpu/drm/amd/display/dc in the Linux kernel through 5.3.11 allow attackers to cause a denial of service (memory consumption). This affects the dce120_create_resource_pool() function in drivers/gpu/drm/amd/display/dc/dce120/dce120_resource.c, the dce110_create_resource_pool() function in drivers/gpu/drm/amd/display/dc/dce110/dce110_resource.c, the dce100_create_resource_pool() function in drivers/gpu/drm/amd/display/dc/dce100/dce100_resource.c, the dcn10_create_resource_pool() function in drivers/gpu/drm/amd/display/dc/dcn10/dcn10_resource.c, and the dce112_create_resource_pool() function in drivers/gpu/drm/amd/display/dc/dce112/dce112_resource.c, aka CID-104c307147ad.;Link: https://nvd.nist.gov/vuln/detail/CVE-2019-19082
 CVE-2019-19080;Priority: Low;Description: Four memory leaks in the nfp_flower_spawn_phy_reprs() function indrivers/net/ethernet/netronome/nfp/flower/main.c in the Linux kernel before5.3.4 allow attackers to cause a denial of service (memory consumption),aka CID-8572cea1461a.;Link: https://people.canonical.com/~ubuntu-security/cve/2019/CVE-2019-19080; CVE-2019-19080;Priority: Low;Description: Four memory leaks in the nfp_flower_spawn_phy_reprs() function indrivers/net/ethernet/netronome/nfp/flower/main.c in the Linux kernel before5.3.4 allow attackers to cause a denial of service (memory consumption),aka CID-8572cea1461a.;Link: https://people.canonical.com/~ubuntu-security/cve/2019/CVE-2019-19080; CVE-2019-19080;CVSS 2.0: 7.1 HIGH;CVSS 3.x: 5.9 MEDIUM;Published_date: 11/18/2019;Description: Four memory leaks in the nfp_flower_spawn_phy_reprs() function in drivers/net/ethernet/netronome/nfp/flower/main.c in the Linux kernel before 5.3.4 allow attackers to cause a denial of service (memory consumption), aka CID-8572cea1461a.;Link: https://nvd.nist.gov/vuln/detail/CVE-2019-19080
 CVE-2019-19081;Priority: Low;Description: A memory leak in the nfp_flower_spawn_vnic_reprs() function indrivers/net/ethernet/netronome/nfp/flower/main.c in the Linux kernel before5.3.4 allows attackers to cause a denial of service (memory consumption),aka CID-8ce39eb5a67a.;Link: https://people.canonical.com/~ubuntu-security/cve/2019/CVE-2019-19081; CVE-2019-19081;Priority: Low;Description: A memory leak in the nfp_flower_spawn_vnic_reprs() function indrivers/net/ethernet/netronome/nfp/flower/main.c in the Linux kernel before5.3.4 allows attackers to cause a denial of service (memory consumption),aka CID-8ce39eb5a67a.;Link: https://people.canonical.com/~ubuntu-security/cve/2019/CVE-2019-19081; CVE-2019-19081;CVSS 2.0: 7.1 HIGH;CVSS 3.x: 5.9 MEDIUM;Published_date: 11/18/2019;Description: A memory leak in the nfp_flower_spawn_vnic_reprs() function in drivers/net/ethernet/netronome/nfp/flower/main.c in the Linux kernel before 5.3.4 allows attackers to cause a denial of service (memory consumption), aka CID-8ce39eb5a67a.;Link: https://nvd.nist.gov/vuln/detail/CVE-2019-19081
