USN 2018;;;;DSA 2018;;;;NVD 2018;;;;;
 CVE-2018-10549;Priority: Medium;Description: An issue was discovered in PHP before 5.6.36, 7.0.x before 7.0.30, 7.1.xbefore 7.1.17, and 7.2.x before 7.2.5. exif_read_data in ext/exif/exif.chas an out-of-bounds read for crafted JPEG data because exif_iif_add_valuemishandles the case of a MakerNote that lacks a final '\0' character.;Link: https://people.canonical.com/~ubuntu-security/cve/2018/CVE-2018-10549; CVE-2018-10549;Priority: medium;Description:An issue was discovered in PHP before 5.6.36, 7.0.x before 7.0.30, 7.1.x before 7.1.17, and 7.2.x before 7.2.5. exif_read_data in ext/exif/exif.c has an out-of-bounds read for crafted JPEG data because exif_iif_add_value mishandles the case of a MakerNote that lacks a final '\0' character.;Link: https://security-tracker.debian.org/tracker/CVE-2018-10549; CVE-2018-10549;CVSS 2.0: 6.8 MEDIUM;CVSS 3.x: 8.8 HIGH;Published_date: 04/29/2018;Description: An issue was discovered in PHP before 5.6.36, 7.0.x before 7.0.30, 7.1.x before 7.1.17, and 7.2.x before 7.2.5. exif_read_data in ext/exif/exif.c has an out-of-bounds read for crafted JPEG data because exif_iif_add_value mishandles the case of a MakerNote that lacks a final '\0' character.;Link: https://nvd.nist.gov/vuln/detail/CVE-2018-10549
 CVE-2018-6798;Priority: Medium;Description: An issue was discovered in Perl 5.22 through 5.26. Matching a craftedlocale dependent regular expression can cause a heap-based buffer over-readand potentially information disclosure.;Link: https://people.canonical.com/~ubuntu-security/cve/2018/CVE-2018-6798; CVE-2018-6798;Priority: medium;Description:An issue was discovered in Perl 5.22 through 5.26. Matching a crafted locale dependent regular expression can cause a heap-based buffer over-read and potentially information disclosure.;Link: https://security-tracker.debian.org/tracker/CVE-2018-6798; CVE-2018-6798;CVSS 2.0: 5.0 MEDIUM;CVSS 3.x: 7.5 HIGH;Published_date: 04/17/2018;Description: An issue was discovered in Perl 5.22 through 5.26. Matching a crafted locale dependent regular expression can cause a heap-based buffer over-read and potentially information disclosure.;Link: https://nvd.nist.gov/vuln/detail/CVE-2018-6798
 CVE-2018-6799;Priority: Medium;Description: The AcquireCacheNexus function in magick/pixel_cache.c in GraphicsMagickbefore 1.3.28 allows remote attackers to cause a denial of service (heapoverwrite) or possibly have unspecified other impact via a crafted imagefile, because a pixel staging area is not used.;Link: https://people.canonical.com/~ubuntu-security/cve/2018/CVE-2018-6799; CVE-2018-6799;Priority: medium;Description:The AcquireCacheNexus function in magick/pixel_cache.c in GraphicsMagick before 1.3.28 allows remote attackers to cause a denial of service (heap overwrite) or possibly have unspecified other impact via a crafted image file, because a pixel staging area is not used.;Link: https://security-tracker.debian.org/tracker/CVE-2018-6799; CVE-2018-6799;CVSS 2.0: 6.8 MEDIUM;CVSS 3.x: 8.8 HIGH;Published_date: 02/07/2018;Description: The AcquireCacheNexus function in magick/pixel_cache.c in GraphicsMagick before 1.3.28 allows remote attackers to cause a denial of service (heap overwrite) or possibly have unspecified other impact via a crafted image file, because a pixel staging area is not used.;Link: https://nvd.nist.gov/vuln/detail/CVE-2018-6799
 CVE-2018-6797;Priority: Medium;Description: An issue was discovered in Perl 5.18 through 5.26. A crafted regularexpression can cause a heap-based buffer overflow, with control over thebytes written.;Link: https://people.canonical.com/~ubuntu-security/cve/2018/CVE-2018-6797; CVE-2018-6797;Priority: high;Description:An issue was discovered in Perl 5.18 through 5.26. A crafted regular expression can cause a heap-based buffer overflow, with control over the bytes written.;Link: https://security-tracker.debian.org/tracker/CVE-2018-6797; CVE-2018-6797;CVSS 2.0: 7.5 HIGH;CVSS 3.x: 9.8 CRITICAL;Published_date: 04/17/2018;Description: An issue was discovered in Perl 5.18 through 5.26. A crafted regular expression can cause a heap-based buffer overflow, with control over the bytes written.;Link: https://nvd.nist.gov/vuln/detail/CVE-2018-6797
 CVE-2018-6794;Priority: Medium;"Description: Suricata before 4.0.4 is prone to an HTTP detection bypass vulnerability indetect.c and stream-tcp.c. If a malicious server breaks a normal TCP flowand sends data before the 3-way handshake is complete, then the data sentby the malicious server will be accepted by web clients such as a webbrowser or Linux CLI utilities, but ignored by Suricata IDS signatures.This mostly affects IDS signatures for the HTTP protocol and TCP streamcontent; signatures for TCP packets will inspect such network traffic asusual.";Link: https://people.canonical.com/~ubuntu-security/cve/2018/CVE-2018-6794; CVE-2018-6794;Priority: medium;"Description:Suricata before 4.0.4 is prone to an HTTP detection bypass vulnerability in detect.c and stream-tcp.c. If a malicious server breaks a normal TCP flow and sends data before the 3-way handshake is complete, then the data sent by the malicious server will be accepted by web clients such as a web browser or Linux CLI utilities, but ignored by Suricata IDS signatures. This mostly affects IDS signatures for the HTTP protocol and TCP stream content; signatures for TCP packets will inspect such network traffic as usual.";Link: https://security-tracker.debian.org/tracker/CVE-2018-6794; CVE-2018-6794;CVSS 2.0: 5.0 MEDIUM;CVSS 3.x: 5.3 MEDIUM;Published_date: 02/07/2018;"Description: Suricata before 4.0.4 is prone to an HTTP detection bypass vulnerability in detect.c and stream-tcp.c. If a malicious server breaks a normal TCP flow and sends data before the 3-way handshake is complete, then the data sent by the malicious server will be accepted by web clients such as a web browser or Linux CLI utilities, but ignored by Suricata IDS signatures. This mostly affects IDS signatures for the HTTP protocol and TCP stream content; signatures for TCP packets will inspect such network traffic as usual.";Link: https://nvd.nist.gov/vuln/detail/CVE-2018-6794
 CVE-2018-6791;Priority: Medium;"Description: An issue was discovered in soliduiserver/deviceserviceaction.cpp in KDEPlasma Workspace before 5.12.0. When a vfat thumbdrive that contains `` or$() in its volume label is plugged in and mounted through the devicenotifier, it's interpreted as a shell command, leading to a possibility ofarbitrary command execution. An example of an offending volume label is""$(touch b)"" -- this will create a file called b in the home folder.";Link: https://people.canonical.com/~ubuntu-security/cve/2018/CVE-2018-6791; CVE-2018-6791;Priority: high;"Description:An issue was discovered in soliduiserver/deviceserviceaction.cpp in KDE Plasma Workspace before 5.12.0. When a vfat thumbdrive that contains `` or $() in its volume label is plugged in and mounted through the device notifier, it's interpreted as a shell command, leading to a possibility of arbitrary command execution. An example of an offending volume label is ""$(touch b)"" -- this will create a file called b in the home folder.";Link: https://security-tracker.debian.org/tracker/CVE-2018-6791; CVE-2018-6791;CVSS 2.0: 7.2 HIGH;CVSS 3.x: 6.8 MEDIUM;Published_date: 02/06/2018;"Description: An issue was discovered in soliduiserver/deviceserviceaction.cpp in KDE Plasma Workspace before 5.12.0. When a vfat thumbdrive that contains `` or $() in its volume label is plugged in and mounted through the device notifier, it's interpreted as a shell command, leading to a possibility of arbitrary command execution. An example of an offending volume label is ""$(touch b)"" -- this will create a file called b in the home folder.";Link: https://nvd.nist.gov/vuln/detail/CVE-2018-6791
 CVE-2018-14044;Priority: Medium;Description: The RateTransposer::setChannels function in RateTransposer.cpp inlibSoundTouch.a in Olli Parviainen SoundTouch 2.0 allows remote attackersto cause a denial of service (assertion failure and application exit), asdemonstrated by SoundStretch.;Link: https://people.canonical.com/~ubuntu-security/cve/2018/CVE-2018-14044; CVE-2018-14044;Priority: medium;Description:The RateTransposer::setChannels function in RateTransposer.cpp in libSoundTouch.a in Olli Parviainen SoundTouch 2.0 allows remote attackers to cause a denial of service (assertion failure and application exit), as demonstrated by SoundStretch.;Link: https://security-tracker.debian.org/tracker/CVE-2018-14044; CVE-2018-14044;CVSS 2.0: 5.0 MEDIUM;CVSS 3.x: 7.5 HIGH;Published_date: 07/13/2018;Description: The RateTransposer::setChannels function in RateTransposer.cpp in libSoundTouch.a in Olli Parviainen SoundTouch 2.0 allows remote attackers to cause a denial of service (assertion failure and application exit), as demonstrated by SoundStretch.;Link: https://nvd.nist.gov/vuln/detail/CVE-2018-14044
 CVE-2018-14046;Priority: Medium;Description: Exiv2 0.26 has a heap-based buffer over-read in WebPImage::decodeChunks inwebpimage.cpp.;Link: https://people.canonical.com/~ubuntu-security/cve/2018/CVE-2018-14046; CVE-2018-14046;Priority: medium;Description:Exiv2 0.26 has a heap-based buffer over-read in WebPImage::decodeChunks in webpimage.cpp.;Link: https://security-tracker.debian.org/tracker/CVE-2018-14046; CVE-2018-14046;CVSS 2.0: 6.8 MEDIUM;CVSS 3.x: 8.8 HIGH;Published_date: 07/13/2018;Description: Exiv2 0.26 has a heap-based buffer over-read in WebPImage::decodeChunks in webpimage.cpp.;Link: https://nvd.nist.gov/vuln/detail/CVE-2018-14046
 CVE-2018-10540;Priority: Medium;Description: An issue was discovered in WavPack 5.1.0 and earlier for W64 input.Out-of-bounds writes can occur because ParseWave64HeaderConfig in wave64.cdoes not validate the sizes of unknown chunks before attempting memoryallocation, related to a lack of integer-overflow protection within abytes_to_copy calculation and subsequent malloc call, leading toinsufficient memory allocation.;Link: https://people.canonical.com/~ubuntu-security/cve/2018/CVE-2018-10540; CVE-2018-10540;Priority: medium;Description:An issue was discovered in WavPack 5.1.0 and earlier for W64 input. Out-of-bounds writes can occur because ParseWave64HeaderConfig in wave64.c does not validate the sizes of unknown chunks before attempting memory allocation, related to a lack of integer-overflow protection within a bytes_to_copy calculation and subsequent malloc call, leading to insufficient memory allocation.;Link: https://security-tracker.debian.org/tracker/CVE-2018-10540; CVE-2018-10540;CVSS 2.0: 4.3 MEDIUM;CVSS 3.x: 5.5 MEDIUM;Published_date: 04/29/2018;Description: An issue was discovered in WavPack 5.1.0 and earlier for W64 input. Out-of-bounds writes can occur because ParseWave64HeaderConfig in wave64.c does not validate the sizes of unknown chunks before attempting memory allocation, related to a lack of integer-overflow protection within a bytes_to_copy calculation and subsequent malloc call, leading to insufficient memory allocation.;Link: https://nvd.nist.gov/vuln/detail/CVE-2018-10540
 CVE-2018-19854;Priority: Medium;Description: An issue was discovered in the Linux kernel before 4.19.3.crypto_report_one() and related functions in crypto/crypto_user.c (thecrypto user configuration API) do not fully initialize structures that arecopied to userspace, potentially leaking sensitive memory to user programs.NOTE: this is a CVE-2013-2547 regression but with easier exploitabilitybecause the attacker does not need a capability (however, the system musthave the CONFIG_CRYPTO_USER kconfig option).Ubuntu-DescriptionIt was discovered that the crypto subsystem of the Linux kernel leakeduninitialized memory to user space in some situations. A local attackercould use this to expose sensitive information (kernel memory).;Link: https://people.canonical.com/~ubuntu-security/cve/2018/CVE-2018-19854; CVE-2018-19854;Priority: low;Description:An issue was discovered in the Linux kernel before 4.19.3. crypto_report_one() and related functions in crypto/crypto_user.c (the crypto user configuration API) do not fully initialize structures that are copied to userspace, potentially leaking sensitive memory to user programs. NOTE: this is a CVE-2013-2547 regression but with easier exploitability because the attacker does not need a capability (however, the system must have the CONFIG_CRYPTO_USER kconfig option).;Link: https://security-tracker.debian.org/tracker/CVE-2018-19854; CVE-2018-19854;CVSS 2.0: 1.9 LOW;CVSS 3.x: 4.7 MEDIUM;Published_date: 12/04/2018;Description: An issue was discovered in the Linux kernel before 4.19.3. crypto_report_one() and related functions in crypto/crypto_user.c (the crypto user configuration API) do not fully initialize structures that are copied to userspace, potentially leaking sensitive memory to user programs. NOTE: this is a CVE-2013-2547 regression but with easier exploitability because the attacker does not need a capability (however, the system must have the CONFIG_CRYPTO_USER kconfig option).;Link: https://nvd.nist.gov/vuln/detail/CVE-2018-19854
